trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
542,False,"{'a': 0.001, 'e': 0.5821657953986414}",20,0,-68.44033202711769,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
543,False,"{'a': 0.001, 'e': 0.5815839205891371}",20,0,-44.18886278074284,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
544,False,"{'a': 0.001, 'e': 0.5810026273636019}",25,0,-101.9033806140258,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
545,False,"{'a': 0.001, 'e': 0.5804219151407424}",25,0,-55.83575811418134,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
546,False,"{'a': 0.001, 'e': 0.5798417833398464}",30,6,-44.746821615057414,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
547,False,"{'a': 0.001, 'e': 0.579262231380782}",25,0,-90.11277809274951,"{0: 15, 1: 4, 2: 3, 3: 3, 4: 0}",0
548,False,"{'a': 0.001, 'e': 0.5786832586839974}",30,7,-62.659852608240506,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
549,False,"{'a': 0.001, 'e': 0.5781048646705196}",25,0,-59.40324759424636,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
550,False,"{'a': 0.001, 'e': 0.5775270487619547}",20,0,-32.85336848296851,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
551,False,"{'a': 0.001, 'e': 0.5769498103804866}",25,0,-57.63279554613523,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
552,False,"{'a': 0.001, 'e': 0.5763731489488771}",20,0,-116.10059326108723,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
553,False,"{'a': 0.001, 'e': 0.5757970638904645}",20,0,-68.82584821111071,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
554,False,"{'a': 0.001, 'e': 0.5752215546291638}",30,0,-204.40915495511803,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
555,False,"{'a': 0.001, 'e': 0.5746466205894657}",20,14,-21.99313349270065,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
556,False,"{'a': 0.001, 'e': 0.574072261196436}",20,0,-120.09661913954972,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
557,False,"{'a': 0.001, 'e': 0.5734984758757153}",30,0,-100.10959660239625,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
558,False,"{'a': 0.001, 'e': 0.5729252640535184}",30,7,-108.98789688915762,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 2}",1
559,False,"{'a': 0.001, 'e': 0.5723526251566332}",20,10,-5.2313254808464595,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
560,False,"{'a': 0.001, 'e': 0.5717805586124209}",20,0,-95.16806278578755,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
561,False,"{'a': 0.001, 'e': 0.5712090638488149}",30,0,-104.92378968502506,"{0: 17, 1: 5, 2: 6, 3: 2, 4: 0}",0
562,False,"{'a': 0.001, 'e': 0.5706381402943203}",20,0,-123.87112103183999,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
563,False,"{'a': 0.001, 'e': 0.5700677873780134}",30,13,13.297941139669412,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.001, 'e': 0.5694980045295416}",25,0,-104.96864025643049,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
565,False,"{'a': 0.001, 'e': 0.5689287911791218}",25,0,-91.85253566033246,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
566,False,"{'a': 0.001, 'e': 0.5683601467575404}",25,4,-50.88180128867066,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
567,False,"{'a': 0.001, 'e': 0.5677920706961532}",20,0,-33.24213653875166,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.001, 'e': 0.5672245624268841}",25,0,-38.21262189009348,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
569,False,"{'a': 0.001, 'e': 0.5666576213822246}",35,0,-88.16063639991657,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
570,False,"{'a': 0.001, 'e': 0.5660912469952337}",20,0,-46.77636097359709,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
571,False,"{'a': 0.001, 'e': 0.5655254386995371}",20,0,-54.32459130489832,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
572,False,"{'a': 0.001, 'e': 0.5649601959293262}",25,0,-75.91375227288722,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
573,False,"{'a': 0.001, 'e': 0.5643955181193583}",25,0,-126.49570439985978,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
574,False,"{'a': 0.001, 'e': 0.5638314047049556}",25,17,6.506788925226691,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.001, 'e': 0.5632678551220046}",25,3,-150.18104675518242,"{0: 10, 1: 4, 2: 4, 3: 3, 4: 1}",1
576,False,"{'a': 0.001, 'e': 0.5627048688069557}",20,0,-30.3376138503335,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
577,False,"{'a': 0.001, 'e': 0.5621424451968224}",25,0,-26.155997978381695,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
578,False,"{'a': 0.001, 'e': 0.5615805837291813}",20,0,-62.01519823944877,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
579,False,"{'a': 0.001, 'e': 0.5610192838421706}",20,0,-0.22936693927339635,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
580,False,"{'a': 0.001, 'e': 0.5604585449744904}",20,0,-64.39112018715801,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
581,False,"{'a': 0.001, 'e': 0.559898366565402}",20,0,-38.875590969305534,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
582,False,"{'a': 0.001, 'e': 0.5593387480547268}",30,0,-185.79761161224272,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
583,False,"{'a': 0.001, 'e': 0.5587796888828463}",20,0,-24.7362659592681,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
584,False,"{'a': 0.001, 'e': 0.5582211884907012}",20,0,-80.24715945575464,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
585,False,"{'a': 0.001, 'e': 0.5576632463197913}",20,14,-31.04905272469335,"{0: 4, 1: 0, 2: 0, 3: 2, 4: 0}",1
586,False,"{'a': 0.001, 'e': 0.5571058618121739}",20,0,-102.98897380833303,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
587,False,"{'a': 0.001, 'e': 0.5565490344104649}",25,6,-65.1480937271105,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 0}",1
588,False,"{'a': 0.001, 'e': 0.5559927635578367}",35,0,-120.02475801091049,"{0: 24, 1: 3, 2: 4, 3: 3, 4: 1}",0
589,False,"{'a': 0.001, 'e': 0.5554370486980182}",25,0,-179.63694856700155,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
590,False,"{'a': 0.001, 'e': 0.5548818892752949}",20,7,-65.45685094739403,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
591,False,"{'a': 0.001, 'e': 0.5543272847345071}",20,0,-51.472488568640046,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
592,False,"{'a': 0.001, 'e': 0.5537732345210501}",20,0,-132.4683846703882,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
593,False,"{'a': 0.001, 'e': 0.5532197380808739}",20,3,-57.52761784478641,"{0: 10, 1: 5, 2: 1, 3: 0, 4: 1}",1
594,False,"{'a': 0.001, 'e': 0.5526667948604818}",20,0,-71.7071992264748,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
595,False,"{'a': 0.001, 'e': 0.5521144043069306}",20,0,-98.3984594635819,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
596,False,"{'a': 0.001, 'e': 0.5515625658678298}",25,2,-42.16261801021242,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 0}",1
597,False,"{'a': 0.001, 'e': 0.5510112789913407}",25,0,-74.23779944253343,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
598,False,"{'a': 0.001, 'e': 0.5504605431261766}",20,0,-143.6329101024695,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
599,False,"{'a': 0.001, 'e': 0.5499103577216016}",25,0,-56.06971047092585,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
600,False,"{'a': 0.001, 'e': 0.54936072222743}",20,13,-30.561646177658957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
601,False,"{'a': 0.001, 'e': 0.5488116360940265}",25,11,-62.19017320392615,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
602,False,"{'a': 0.001, 'e': 0.5482630987723047}",30,0,-42.28599948665523,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",1
603,False,"{'a': 0.001, 'e': 0.5477151097137275}",20,0,-21.78353491154424,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
604,False,"{'a': 0.001, 'e': 0.5471676683703055}",30,0,-129.9562137317602,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
605,False,"{'a': 0.001, 'e': 0.5466207741945976}",20,0,-36.84176316986285,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
606,False,"{'a': 0.001, 'e': 0.5460744266397094}",30,0,-56.91067118877423,"{0: 25, 1: 3, 2: 0, 3: 0, 4: 2}",0
607,False,"{'a': 0.001, 'e': 0.5455286251592933}",30,0,-250.26693248580798,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 4}",0
608,False,"{'a': 0.001, 'e': 0.544983369207548}",25,0,-49.57118261366046,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
609,False,"{'a': 0.001, 'e': 0.5444386582392171}",20,0,-72.21516344947673,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
610,False,"{'a': 0.001, 'e': 0.5438944917095899}",25,0,-123.57739587010352,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
611,False,"{'a': 0.001, 'e': 0.5433508690744998}",20,0,-72.44714133014382,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
612,False,"{'a': 0.001, 'e': 0.542807789790324}",20,0,-6.2909302075815265,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
613,False,"{'a': 0.001, 'e': 0.5422652533139832}",30,0,-126.10457449968368,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
614,False,"{'a': 0.001, 'e': 0.541723259102941}",20,0,-61.33776337488858,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
615,False,"{'a': 0.001, 'e': 0.5411818066152029}",30,0,-72.51056474377457,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
616,False,"{'a': 0.001, 'e': 0.5406408953093166}",20,3,-46.28522088872731,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
617,False,"{'a': 0.001, 'e': 0.5401005246443706}",30,4,-99.79177545645761,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 2}",1
618,False,"{'a': 0.001, 'e': 0.5395606940799943}",30,0,-82.29227527248942,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
619,False,"{'a': 0.001, 'e': 0.539021403076357}",20,5,17.32359508003918,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.001, 'e': 0.5384826510941678}",25,0,-60.321712004012205,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
621,False,"{'a': 0.001, 'e': 0.5379444375946745}",20,0,-64.35227238856491,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
622,False,"{'a': 0.001, 'e': 0.5374067620396636}",30,0,-155.77891243808958,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
623,False,"{'a': 0.001, 'e': 0.5368696238914595}",20,0,-197.99224583861445,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
624,False,"{'a': 0.001, 'e': 0.5363330226129241}",25,19,-8.821258136026858,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
625,False,"{'a': 0.001, 'e': 0.535796957667456}",25,0,-109.40927282961796,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
626,False,"{'a': 0.001, 'e': 0.5352614285189903}",20,0,-81.32829410103182,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
627,False,"{'a': 0.001, 'e': 0.5347264346319975}",25,0,-89.02270284064144,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
628,False,"{'a': 0.001, 'e': 0.5341919754714841}",25,5,-55.80591299680255,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
629,False,"{'a': 0.001, 'e': 0.5336580505029906}",20,0,-47.19987391310904,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
630,False,"{'a': 0.001, 'e': 0.5331246591925921}",25,0,-36.366233061161566,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
631,False,"{'a': 0.001, 'e': 0.5325918010068972}",25,2,-40.62770612303601,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 0}",1
632,False,"{'a': 0.001, 'e': 0.5320594754130477}",30,0,-103.34769967025278,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
633,False,"{'a': 0.001, 'e': 0.5315276818787179}",25,0,-85.7281277921002,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
634,False,"{'a': 0.001, 'e': 0.5309964198721143}",25,0,-125.36135297273577,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
635,False,"{'a': 0.001, 'e': 0.5304656888619749}",30,13,-5.835286677321575,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
636,False,"{'a': 0.001, 'e': 0.5299354883175685}",20,0,-125.15298119547626,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
637,False,"{'a': 0.001, 'e': 0.5294058177086945}",25,2,-155.31041156206663,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 3}",1
638,False,"{'a': 0.001, 'e': 0.5288766765056825}",20,0,-45.63875130148791,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
639,False,"{'a': 0.001, 'e': 0.528348064179391}",25,0,-116.84254971325352,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
640,False,"{'a': 0.001, 'e': 0.5278199802012077}",20,1,-30.004134763231374,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
641,False,"{'a': 0.001, 'e': 0.5272924240430485}",25,0,-103.08390425042109,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
642,False,"{'a': 0.001, 'e': 0.5267653951773574}",25,0,-102.25137010469383,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
643,False,"{'a': 0.001, 'e': 0.5262388930771054}",20,11,-17.59242962346893,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
644,False,"{'a': 0.001, 'e': 0.5257129172157903}",25,0,-174.214250222569,"{0: 16, 1: 4, 2: 1, 3: 0, 4: 4}",0
645,False,"{'a': 0.001, 'e': 0.5251874670674361}",35,0,-169.7422855125677,"{0: 22, 1: 2, 2: 7, 3: 2, 4: 2}",0
646,False,"{'a': 0.001, 'e': 0.5246625421065929}",20,0,-162.9476275433567,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
647,False,"{'a': 0.001, 'e': 0.5241381418083354}",20,0,-70.04577288360737,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
648,False,"{'a': 0.001, 'e': 0.5236142656482635}",20,0,-81.22220394147224,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
649,False,"{'a': 0.001, 'e': 0.5230909131025008}",25,0,-66.50665934767667,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
650,False,"{'a': 0.001, 'e': 0.5225680836476948}",25,0,-54.42680261655512,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
651,False,"{'a': 0.001, 'e': 0.522045776761016}",20,0,-148.8836815418185,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
652,False,"{'a': 0.001, 'e': 0.5215239919201575}",25,0,-55.0060798365568,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
653,False,"{'a': 0.001, 'e': 0.5210027286033344}",25,0,-11.591443008381843,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
654,False,"{'a': 0.001, 'e': 0.5204819862892832}",20,0,-65.3266676800618,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
655,False,"{'a': 0.001, 'e': 0.5199617644572618}",20,0,-6.299125077025872,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
656,False,"{'a': 0.001, 'e': 0.5194420625870482}",25,0,-94.61631313117545,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
657,False,"{'a': 0.001, 'e': 0.5189228801589404}",20,0,-66.41642592197343,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
658,False,"{'a': 0.001, 'e': 0.5184042166537559}",20,0,-48.00381763757166,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
659,False,"{'a': 0.001, 'e': 0.5178860715528314}",20,0,-114.83058060460831,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
660,False,"{'a': 0.001, 'e': 0.5173684443380216}",25,0,-35.798615845022915,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
661,False,"{'a': 0.001, 'e': 0.5168513344916992}",25,0,-67.93758306337341,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
662,False,"{'a': 0.001, 'e': 0.5163347414967544}",30,0,-128.0328032874335,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
663,False,"{'a': 0.001, 'e': 0.5158186648365941}",30,3,-49.8224243023098,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 0}",1
664,False,"{'a': 0.001, 'e': 0.5153031039951417}",25,0,-54.11159654012741,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
665,False,"{'a': 0.001, 'e': 0.5147880584568362}",25,0,-185.0593847935943,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
666,False,"{'a': 0.001, 'e': 0.5142735277066319}",30,0,-209.19722794174302,"{0: 18, 1: 4, 2: 3, 3: 1, 4: 4}",0
667,False,"{'a': 0.001, 'e': 0.5137595112299983}",20,4,-29.116092277638383,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
668,False,"{'a': 0.001, 'e': 0.5132460085129188}",20,0,-26.63491084564065,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
669,False,"{'a': 0.001, 'e': 0.5127330190418905}",20,0,-63.661648706654056,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
670,False,"{'a': 0.001, 'e': 0.512220542303924}",25,0,-68.39057740042593,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
671,False,"{'a': 0.001, 'e': 0.5117085777865424}",20,0,-104.36252780975425,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
672,False,"{'a': 0.001, 'e': 0.5111971249777814}",20,0,-24.688745907847625,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
673,False,"{'a': 0.001, 'e': 0.5106861833661879}",20,7,-17.34095291573436,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
674,False,"{'a': 0.001, 'e': 0.5101757524408203}",20,2,-43.72447366290457,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
675,False,"{'a': 0.001, 'e': 0.5096658316912476}",30,0,-111.62590223234572,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
676,False,"{'a': 0.001, 'e': 0.5091564206075492}",25,4,-167.75991356151405,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 4}",1
677,False,"{'a': 0.001, 'e': 0.5086475186803137}",25,17,-16.508063983249556,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.001, 'e': 0.5081391254006393}",25,0,-103.9763108070635,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
679,False,"{'a': 0.001, 'e': 0.5076312402601327}",25,0,-50.58234700791749,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
680,False,"{'a': 0.001, 'e': 0.5071238627509086}",20,8,17.213666472283574,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.001, 'e': 0.5066169923655895}",20,0,-127.4192310230481,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
682,False,"{'a': 0.001, 'e': 0.5061106285973052}",25,0,-89.87499335780011,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",1
683,False,"{'a': 0.001, 'e': 0.5056047709396915}",25,0,-140.36594429093375,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
684,False,"{'a': 0.001, 'e': 0.5050994188868908}",25,0,-102.08019087514451,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
685,False,"{'a': 0.001, 'e': 0.5045945719335512}",20,0,6.485079168197856,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.001, 'e': 0.5040902295748255}",25,0,-42.5469549412163,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
687,False,"{'a': 0.001, 'e': 0.5035863913063714}",20,0,-60.88481540393248,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
688,False,"{'a': 0.001, 'e': 0.5030830566243506}",25,0,-115.92413757071097,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
689,False,"{'a': 0.001, 'e': 0.5025802250254283}",20,0,8.508450631297695,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
690,False,"{'a': 0.001, 'e': 0.502077896006773}",25,14,-28.743683432773167,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
691,False,"{'a': 0.001, 'e': 0.5015760690660555}",25,0,-157.72162128986247,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
692,False,"{'a': 0.001, 'e': 0.5010747437014489}",25,0,-104.42069519615717,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
693,False,"{'a': 0.001, 'e': 0.5005739194116277}",20,13,3.650837959922623,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.001, 'e': 0.5000735956957676}",20,5,-23.343684987788734,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
695,False,"{'a': 0.001, 'e': 0.4995737720535449}",25,0,-29.529576346232357,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
696,False,"{'a': 0.001, 'e': 0.49907444798513595}",25,0,-104.02685634933668,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
697,False,"{'a': 0.001, 'e': 0.4985756229912165}",25,0,-106.511043445243,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
698,False,"{'a': 0.001, 'e': 0.4980772965729616}",25,0,-148.69922993480807,"{0: 17, 1: 3, 2: 0, 3: 2, 4: 3}",0
699,False,"{'a': 0.001, 'e': 0.4975794682320448}",20,0,-67.51477936974568,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
700,False,"{'a': 0.001, 'e': 0.4970821374706377}",20,0,5.083331663833206,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
701,False,"{'a': 0.001, 'e': 0.49658530379140947}",20,0,-0.08329097525860563,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
702,False,"{'a': 0.001, 'e': 0.49608896669752645}",25,0,-28.939662491682473,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
703,False,"{'a': 0.001, 'e': 0.4955931256926514}",30,0,-139.98522017972545,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
704,False,"{'a': 0.001, 'e': 0.4950977802809434}",20,12,-5.811346127657529,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.001, 'e': 0.494602929967057}",20,0,-153.16371756460708,"{0: 8, 1: 5, 2: 2, 3: 4, 4: 1}",0
706,False,"{'a': 0.001, 'e': 0.4941085742561417}",20,0,-53.67320274694188,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
707,False,"{'a': 0.001, 'e': 0.4936147126538418}",35,0,-105.71648746135129,"{0: 22, 1: 1, 2: 11, 3: 1, 4: 0}",0
708,False,"{'a': 0.001, 'e': 0.49312134466629576}",30,22,2.610322839029946,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.001, 'e': 0.49262846980013547}",25,1,-4.96422723486659,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
710,False,"{'a': 0.001, 'e': 0.492136087562486}",25,0,-58.67894556303517,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
711,False,"{'a': 0.001, 'e': 0.4916441974609651}",20,0,-29.57494219169099,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
712,False,"{'a': 0.001, 'e': 0.4911527990036827}",25,0,-111.73869324647671,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
713,False,"{'a': 0.001, 'e': 0.4906618916992401}",20,0,-86.3429718030848,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
714,False,"{'a': 0.001, 'e': 0.4901714750567302}",25,0,-4.601342087243074,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
715,False,"{'a': 0.001, 'e': 0.4896815485857362}",25,3,-35.92215998311003,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
716,False,"{'a': 0.001, 'e': 0.48919211179633154}",20,0,-73.00888956164333,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
717,False,"{'a': 0.001, 'e': 0.4887031641990795}",30,0,-58.19218257680306,"{0: 21, 1: 4, 2: 4, 3: 1, 4: 0}",0
718,False,"{'a': 0.001, 'e': 0.4882147053050323}",35,0,-98.92908190538304,"{0: 26, 1: 6, 2: 1, 3: 0, 4: 2}",0
719,False,"{'a': 0.001, 'e': 0.4877267346257312}",20,0,-30.458969360132794,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
720,False,"{'a': 0.001, 'e': 0.48723925167320525}",25,0,-10.514488725693273,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
721,False,"{'a': 0.001, 'e': 0.4867522559599717}",20,0,-109.5385206470047,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
722,False,"{'a': 0.001, 'e': 0.4862657469990346}",20,0,-76.97867908502865,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
723,False,"{'a': 0.001, 'e': 0.485779724303885}",20,0,-114.70969206540089,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
724,False,"{'a': 0.001, 'e': 0.4852941873885002}",20,0,-35.633392624775816,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
725,False,"{'a': 0.001, 'e': 0.48480913576734325}",25,0,-68.04515038867386,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
